"מועדון","שם","מפתח","סוג","ממצא","פירוט","עונות במאגר","עונות ויקיפדיה","עונות התאחדות","עונות worldfootball","עמדה מאגר","עמדה ויקיפדיה","עמדה wf","לידה מאגר","לידה ויקיפדיה","לידה wf","תיקון מוצע"
"ביתרdle","לירון דיאמנט","23273","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 12/13 — ייתכן שאלה עונות השאלה","11/12-12/13","11/12","11/12","-","FW","FW","","1990","1990","",""
"ביתרdle","מותי שי","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","11/12","-","-","-","MF","","","1991","","",""
"ביתרdle","מיגל פורטיו","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","11/12","-","-","-","DF","","","1982","","",""
"ביתרdle","ערן לוי","571","עונות","סתירה","ויקיפדיה מוסיפה 18/19 · המאגר מוסיף 11/12","11/12-12/13","12/13, 18/19","11/12-12/13","-","FW","MF","","1985","1985","",""
"ביתרdle","ערן לוי","571","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF","11/12-12/13","12/13, 18/19","11/12-12/13","-","FW","MF","","1985","1985","",""
"ביתרdle","ג'בראיל קדייב","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","12/13","-","-","-","DF","","","1994","","",""
"ביתרdle","דומיניק גלאבינה","136075","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF","12/13","12/13","12/13","-","FW","MF","","1992","1992","",""
"ביתרdle","דינו שקוורץ","","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","12/13","12/13","-","-","DF","","","1990","","",""
"ביתרdle","זאור סדאייב","","עונות","סתירה","ויקיפדיה מוסיפה 13/14 · המאגר מוסיף 12/13","12/13","13/14","-","-","FW","","","1989","","",""
"ביתרdle","זאור סדאייב","","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","12/13","13/14","-","-","FW","","","1989","","",""
"ביתרdle","אבישי כהן","119009","עונות","סתירה","ויקיפדיה מוסיפה 17/18 · המאגר מוסיף 13/14","13/14-16/17, 22/23","14/15-17/18, 22/23","14/15-16/17, 22/23","-","DF","DF","","1995","1995","",""
"ביתרdle","בריאן","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","13/14","-","-","-","FW","","","1990","","",""
"ביתרdle","דושאן מאטוביץ'","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 13/14 — ייתכן שאלה עונות השאלה","13/14-15/16","14/15-15/16","-","-","DF","","","1983","","",""
"ביתרdle","דושאן מאטוביץ'","","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","13/14-15/16","14/15-15/16","-","-","DF","","","1983","","",""
"ביתרdle","דני פרדה","4901","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 13/14 — ייתכן שאלה עונות השאלה","13/14-16/17","14/15-16/17","13/14-14/15, 16/17","-","MF","MF","","1987","1987","",""
"ביתרdle","משה לוגסי","39644","עונות","סתירה","ויקיפדיה מוסיפה 14/15 · המאגר מוסיף 13/14","13/14","14/15","13/14","-","DF","MF","","1991","1991","",""
"ביתרdle","משה לוגסי","39644","עמדה","סתירה","מאגר: DF · ויקיפדיה: MF","13/14","14/15","13/14","-","DF","MF","","1991","1991","",""
"ביתרdle","סינטאיהו סלליך","54337","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF","13/14","13/14","13/14","-","FW","MF","","1991","1991","",""
"ביתרdle","עומר אצילי","34253","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 24/25 — ייתכן שאלה עונות השאלה","13/14-15/16, 24/25-25/26","13/14-15/16, 25/26","13/14-15/16, 24/25-25/26","-","MF","MF","","1993","1993","",""
"ביתרdle","פבלו ברנדאן","","עונות","סתירה","ויקיפדיה מוסיפה 14/15 · המאגר מוסיף 13/14","13/14","14/15","-","-","MF","DF","","1983","1983","",""
"ביתרdle","פבלו ברנדאן","","עמדה","סתירה","מאגר: MF · ויקיפדיה: DF","13/14","14/15","-","-","MF","DF","","1983","1983","",""
"ביתרdle","שלומי אזולאי","15560","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","13/14, 19/20","-","14/15","-","FW","","","1989","","",""
"ביתרdle","דוד קלטינס","58550","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 14/15 — ייתכן שאלה עונות השאלה","14/15-18/19","15/16-18/19","14/15-18/19","-","DF","DF","","1995","1995","",""
"ביתרdle","חנן ממן","2187","עונות","סתירה","ויקיפדיה מוסיפה 20/21 · המאגר מוסיף 19/20","14/15, 19/20","14/15, 20/21","14/15, 19/20","-","MF","MF","","1989","1989","",""
"ביתרdle","ליביו אנטל","164952","עונות","סתירה","ויקיפדיה מוסיפה 15/16 · המאגר מוסיף 14/15","14/15","15/16","14/15","-","MF","MF","","1989","1989","",""
"ביתרdle","לידור כהן","2832","עונות","המאגר קצר מדי","חסרות 16/17","14/15-15/16","14/15-16/17","14/15-15/16","-","MF","MF","","1992","1992","","""2832"": { ""spells"": [[2015,2017]] }"
"ביתרdle","קלאודמיר","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","14/15-17/18","-","-","-","MF","","","1984","","",""
"ביתרdle","שמואל מלול","","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","14/15","14/15","-","-","DF","","","1994","","",""
"ביתרdle","תומר סויסה","12556","עמדה","סתירה","מאגר: MF · ויקיפדיה: FW","14/15","14/15","14/15","-","MF","FW","","1988","1988","",""
"ביתרdle","אוגוסטין קוום","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","15/16","-","-","-","FW","","","1997","","",""
"ביתרdle","אופק מרום","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","15/16","-","-","-","FW","","","1997","","",""
"ביתרdle","אורי מגבו","35276","עונות","המאגר קצר מדי","חסרות 16/17","15/16, 19/20-20/21","15/16-16/17, 19/20-20/21","15/16, 19/20-20/21","-","DF","DF","","1987","1987","","""35276"": { ""spells"": [[2016,2017],[2020,2021]] }"
"ביתרdle","איתי שכטר","33841","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 15/16 — ייתכן שאלה עונות השאלה","15/16-17/18","16/17-17/18","15/16-17/18","-","FW","FW","","1987","1987","",""
"ביתרdle","ארסניו ולפורט","","עונות","סתירה","ויקיפדיה מוסיפה 16/17 · המאגר מוסיף 15/16","15/16","16/17","-","-","FW","FW","","1992","1992","",""
"ביתרdle","דן מורי","33178","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 15/16 — ייתכן שאלה עונות השאלה","15/16-16/17","16/17","16/17","-","DF","DF","","1988","1988","",""
"ביתרdle","יעקב בריהון","61093","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 15/16 — ייתכן שאלה עונות השאלה","15/16-18/19","16/17-18/19","16/17-18/19","-","FW","MF","","1993","1993","",""
"ביתרdle","יעקב בריהון","61093","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF","15/16-18/19","16/17-18/19","16/17-18/19","-","FW","MF","","1993","1993","",""
"ביתרdle","לירוי צעירי","1093","עונות","המאגר קצר מדי","חסרות 18/19","15/16","15/16, 18/19","15/16","-","MF","MF","","1989","1989","","""1093"": { ""spells"": [[2016,2016],[2019,2019]] }"
"ביתרdle","נאור סבג","48709","עונות","המאגר קצר מדי","חסרות 13/14-14/15, 16/17","15/16, 17/18","13/14-17/18","12/13","-","MF","MF","","1993","1993","","""48709"": { ""spells"": [[2014,2018]] }"
"ביתרdle","נס זמיר","10217","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF","15/16","15/16","15/16","-","FW","MF","","1990","1990","",""
"ביתרdle","שמעון אבו חצירא","","עונות","סתירה","ויקיפדיה מוסיפה 16/17 · המאגר מוסיף 15/16","15/16","16/17","-","-","FW","FW","","1986","1986","",""
"ביתרdle","אדם פרידריך","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","16/17","-","-","-","DF","","","1993","","",""
"ביתרdle","אמיר עגייב","","עונות","סתירה","ויקיפדיה מוסיפה 17/18 · המאגר מוסיף 16/17","16/17","17/18","-","-","FW","MF","","1992","1992","",""
"ביתרdle","אמיר עגייב","","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF","16/17","17/18","-","-","FW","MF","","1992","1992","",""
"ביתרdle","אנדרסון רוזה","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","16/17","-","-","-","MF","","","1993","","",""
"ביתרdle","אנטואן קונט","","עונות","סתירה","ויקיפדיה מוסיפה 20/21 · המאגר מוסיף 16/17","16/17-19/20","17/18-20/21","-","-","DF","","","1994","","",""
"ביתרdle","אנטואן קונט","","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","16/17-19/20","17/18-20/21","-","-","DF","","","1994","","",""
"ביתרdle","גאטאן וארן","","עונות","סתירה","ויקיפדיה מוסיפה 19/20 · המאגר מוסיף 16/17","16/17-18/19","17/18-19/20","-","-","FW","FW","","1990","1990","",""
"ביתרdle","ז'והאן אודל","","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","16/17","16/17","-","-","FW","","","1983","","",""
"ביתרdle","חן דילמוני","3944","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 16/17 — ייתכן שאלה עונות השאלה","16/17-17/18","17/18","16/17-17/18","-","DF","DF","","1989","1989","",""
"ביתרdle","חן עזרא","22596","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 16/17 — ייתכן שאלה עונות השאלה","16/17-17/18","17/18","16/17-17/18","-","FW","MF","","1989","1989","",""
"ביתרdle","חן עזרא","22596","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF","16/17-17/18","17/18","16/17-17/18","-","FW","MF","","1989","1989","",""
"ביתרdle","יוסי בניון","111","עונות","סתירה","ויקיפדיה מוסיפה 17/18, 19/20 · המאגר מוסיף 16/17","16/17","17/18, 19/20","18/19","-","MF","MF","","1980","1980","",""
"ביתרdle","ישראל זגורי","1248","עונות","סתירה","ויקיפדיה מוסיפה 17/18 · המאגר מוסיף 16/17","16/17","17/18","16/17","-","MF","MF","","1990","1990","",""
"ביתרdle","עוז ראלי","31339","עמדה","סתירה","מאגר: MF · ויקיפדיה: DF","16/17, 18/19","16/17, 18/19","16/17, 18/19","-","MF","DF","","1987","1987","",""
"ביתרdle","תמיר לאלו","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","16/17","-","-","-","GK","","","1997","","",""
"ביתרdle","אוהד אלבז","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","17/18","-","-","-","MF","","","1998","","",""
"ביתרdle","בני פרץ","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","17/18","-","-","-","GK","","","1998","","",""
"ביתרdle","דוד בויסן","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","17/18","-","-","-","FW","","","1991","","",""
"ביתרdle","יום טוב עופר","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","17/18","-","-","-","DF","","","1990","","",""
"ביתרdle","יעקב מזרחי","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","17/18, 23/24","-","-","-","DF","","","1998","","",""
"ביתרdle","פול אקואוקו","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","17/18","-","-","-","MF","","","1997","","",""
"ביתרdle","שון גולדברג","58440","עמדה","סתירה","מאגר: MF · ויקיפדיה: DF","17/18","17/18","17/18","-","MF","DF","","1995","1995","",""
"ביתרdle","אופק עברי","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","18/19, 20/21","-","-","-","GK","","","1999","","",""
"ביתרdle","אנז' פרדי פלומה","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 18/19 — ייתכן שאלה עונות השאלה","18/19-19/20","19/20","-","-","FW","FW","","1995","1995","",""
"ביתרdle","אנתוני אנאן","","עונות","סתירה","ויקיפדיה מוסיפה 19/20 · המאגר מוסיף 18/19","18/19","19/20","-","-","MF","MF","","1986","1986","",""
"ביתרdle","גדי קינדה","48643","עונות","סתירה","ויקיפדיה מוסיפה 19/20 · המאגר מוסיף 18/19","18/19","19/20","18/19","-","MF","MF","","1994","1994","",""
"ביתרdle","מאור בוזגלו","17719","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF","18/19","18/19","18/19","-","FW","MF","","1988","1988","",""
"ביתרdle","מיכאי וודוץ","","עונות","סתירה","ויקיפדיה מוסיפה 19/20 · המאגר מוסיף 18/19","18/19","19/20","-","-","FW","FW","","1994","1994","",""
"ביתרdle","נועם חפצדי","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","18/19","-","-","-","DF","","","1997","","",""
"ביתרdle","אביאל זרגרי","119318","עונות","המאגר קצר מדי","חסרות 22/23, 25/26","19/20-21/22","19/20-22/23, 25/26","21/22","-","MF","MF","","2002","2002","","""119318"": { ""spells"": [[2020,2023],[2026,2026]] }"
